tconst,budget,box_office
tt1385826,50200000.0,127869379.0
tt0252866,30000000.0,287553595.0
tt0432283,40000000.0,58091759.0
tt1401152,30000000.0,135710029.0
tt0251127,50000000.0,177503042.0
tt1823672,49000000.0,102811889.0
tt0429493,110000000.0,177238796.0
tt0497465,15500000.0,96409830.0
tt1855199,7000000.0,55078146.0
tt3235888,1000000.0,21947454.0
tt6823368,20000000.0,246999039.0
tt0118688,125000000.0,238259307.0
tt0448134,26000000.0,34806812.0
tt1959490,125000000.0,359200044.0
tt0364725,20000000.0,168423227.0
tt0309698,28000000.0,90259536.0
tt0172156,130000000.0,273340010.0
tt6105098,260000000.0,1663079059.0
tt0112462,100000000.0,336567158.0
tt0478087,35000000.0,159808370.0
tt1386703,125000000.0,198467607.0
tt1092026,40000000.0,97984015.0
tt0358273,28000000.0,186797986.0
tt0396171,60000000.0,135039924.0
tt0824747,55000000.0,113398237.0
tt3228774,100000000.0,233503234.0
tt1564367,80000000.0,214945591.0
tt1032755,18000000.0,25742207.0
tt7713068,84500000.0,205537933.0
tt0119643,90000000.0,142940100.0
tt1706593,12000000.0,126636097.0
tt10954984,68000000.0,171235592.0
tt0082096,32000000.0,11488778.0
tt0479884,12000000.0,42931041.0
tt1601913,25000000.0,79781695.0
tt0327597,60000000.0,131788071.0
tt0243155,25000000.0,334273059.0
tt0118583,75000000.0,161376069.0
tt1673434,120000000.0,848593948.0
tt8936646,65000000.0,
tt0087800,1800000.0,25695774.0
tt0765443,25000000.0,56107312.0
tt1325004,68000000.0,698513085.0
tt0080339,3500000.0,83455221.0
tt0059742,8200000.0,159468844.0
tt0045152,2540800.0,2010042.0
tt2935510,90000000.0,127461872.0
tt0825232,45000000.0,175372502.0
tt0976051,32000000.0,108902486.0
tt2293640,74000000.0,1159457503.0
tt0027977,1500000.0,463618.0
tt0985699,75000000.0,201545517.0
tt0120660,90000000.0,250849789.0
tt3079380,65000000.0,235666219.0
tt0057115,4000000.0,230637.0
tt7097896,110000000.0,506863592.0
tt2660888,185000000.0,343471816.0
tt1832382,500000.0,22926076.0
tt0080678,5000000.0,26028672.0
tt1464335,120000000.0,407141258.0
tt1798684,30000000.0,91970827.0
tt0107818,26000000.0,206678440.0
tt0844471,100000000.0,243006136.0
tt5700672,10000000000.0,92767524.0
tt1211956,50000000.0,137328301.0
tt1440129,209000000.0,303025485.0
tt0118655,16500000.0,67711748.0
tt1243957,100000000.0,278780441.0
tt2126355,110000000.0,474609154.0
tt1179904,15000.0,193355933.0
tt0092890,6000000.0,214577242.0
tt2704998,37000000.0,117768230.0
tt4846340,25000000.0,235957472.0
tt1051906,7000000.0,144492724.0
tt2908446,110000000.0,297002527.0
tt0119282,85000000.0,252712101.0
tt1324999,110000000.0,712205856.0
tt7984734,11000000.0,18129854.0
tt0898367,25000000.0,27639579.0
tt0108550,11000000.0,10032765.0
tt1731141,110000000.0,125544024.0
tt1189340,40000000.0,86752352.0
tt4630562,250000000.0,1236009236.0
tt0163978,50000000.0,144056873.0
tt0465234,130000000.0,459242249.0
tt1212450,26000000.0,55404207.0
tt0052618,15000000.0,74437981.0
tt5442430,58000000.0,100541806.0
tt2005151,40000000.0,86434523.0
tt0134847,23000000.0,53187659.0
tt0245712,2000000.0,20908467.0
tt0399146,32000000.0,61385065.0
tt0978764,82000000.0,89792502.0
tt11138512,70000000.0,69633110.0
tt2582782,12000000.0,37999675.0
tt0259324,110000000.0,228738393.0
tt1148204,20000000.0,77912251.0
tt11813216,,49262687.0
tt1033575,20000000.0,177243185.0
tt0110632,34000000.0,50284739.0
tt0183505,51000000.0,149270999.0
tt3741834,12000000.0,140853810.0
tt0144117,6000000.0,30471.0
tt0335345,30000000.0,612060372.0
tt5109784,30000000.0,44516999.0
tt0414993,35000000.0,16468343.0
tt1655442,15000000.0,133471171.0
tt0145660,33000000.0,313701294.0
tt1436562,90000000.0,483866772.0
tt0486822,20000000.0,118114220.0
tt0087363,11000000.0,153908485.0
tt0116483,12000000.0,41205099.0
tt0123755,365000.0,565727.0
tt0448011,50000000.0,183658498.0
tt0250494,18000000.0,141778188.0
tt0479952,150000000.0,603900354.0
tt2229499,3000000.0,39439355.0
tt2321549,2000000.0,10493882.0
tt1959563,30000000.0,183431147.0
tt0120855,130000000.0,448191819.0
tt0435625,3500000.0,57130027.0
tt0117381,30000000.0,102616183.0
tt1464540,60000000.0,149878437.0
tt1289401,144000000.0,229147509.0
tt0914798,12500000.0,40416563.0
tt0315733,20000000.0,60466876.0
tt0485947,47000000.0,3567573.0
tt0112697,12000000.0,56694159.0
tt0117509,14500000.0,147554998.0
tt3281548,40000000.0,218843645.0
tt1210819,215000000.0,260502115.0
tt9603212,291000000.0,567535383.0
tt0462499,50000000.0,113244290.0
tt1016150,,
tt0087538,8000000.0,91121582.0
tt1411238,25000000.0,149228077.0
tt0384537,50000000.0,100605135.0
tt1649419,45000000.0,198087212.0
tt1424381,40000000.0,127233108.0
tt1588173,35000000.0,116980662.0
tt0302886,24000000.0,87135520.0
tt0116996,70000000.0,101381197.0
tt0299658,45000000.0,306776732.0
tt0983193,135000000.0,373994233.0
tt5580036,11000000.0,53939297.0
tt0108399,13000000.0,13088850.0
tt0098635,16000000.0,93274466.0
tt4196776,120000000.0,415484914.0
tt0296572,105000000.0,115900534.0
tt5164214,70000000.0,297795726.0
tt0338348,165000000.0,318321691.0
tt0430922,28000000.0,92649419.0
tt0083987,22000000.0,52767889.0
tt2184339,3000000.0,89328627.0
tt0094737,18000000.0,151927281.0
tt1234721,100000000.0,242688965.0
tt0265208,25000000.0,30381722.0
tt0758774,70000000.0,115900897.0
tt5034838,200000000.0,470116094.0
tt0134119,40000000.0,128801965.0
tt2209764,100000000.0,103039258.0
tt0266915,90000000.0,347325802.0
tt0408306,70000000.0,130982407.0
tt0103874,40000000.0,215862692.0
tt0311113,150000000.0,211622535.0
tt1649418,200000000.0,454023.0
tt0374900,400000.0,46138887.0
tt0117665,44000000.0,165615285.0
tt0373469,15000000.0,15785148.0
tt0032553,2000000.0,972212.0
tt0420223,30000000.0,53653224.0
tt0043014,1752000.0,304474.0
tt2334879,150000000.0,205366737.0
tt0376541,27000000.0,115518219.0
tt0099653,22000000.0,505703557.0
tt6806448,200000000.0,760732926.0
tt1599348,85000000.0,208076205.0
tt6718170,100000000.0,1362027222.0
tt0100157,20000000.0,61277597.0
tt3553976,5000000.0,23149206.0
tt0063522,2300000.0,1003.0
tt0138097,25000000.0,289317794.0
tt0187738,54000000.0,155010032.0
tt0142342,34200000.0,234801895.0
tt5537002,200000000.0,157026901.0
tt1220719,11715578.0,22108789.0
tt3704428,85000000.0,288670284.0
tt0112281,30000000.0,212385533.0
tt2637276,68000000.0,215863606.0
tt0050212,3000000.0,27200463.0
tt1636826,12000000.0,102731865.0
tt0409847,163000000.0,174822325.0
tt5083738,15000000.0,95918706.0
tt0058461,200000.0,14516248.0
tt0109445,27000.0,3151130.0
tt1972591,175000000.0,149175066.0
tt2719848,55000000.0,203427584.0
tt0083907,350000.0,2895590.0
tt0106519,30000000.0,63848322.0
tt0210945,30000000.0,136771683.0
tt2883512,11000000.0,50440695.0
tt0479143,24000000.0,155929020.0
tt0079817,7000000.0,85187855.0
tt14230458,35000000.0,117022347.0
tt2463208,116000000.0,
tt1124035,12500000.0,76338111.0
tt1142988,38000000.0,205599393.0
tt0212346,45000000.0,212742720.0
tt1980209,26000000.0,87305549.0
tt0128853,65000000.0,250821575.0
tt0246460,142000000.0,431971116.0
tt0287978,78000000.0,179179718.0
tt0427944,6500000.0,39323027.0
tt0133152,100000000.0,362211740.0
tt0397892,150000000.0,309979994.0
tt0425061,80000000.0,230685453.0
tt0120655,10000000.0,31429330.0
tt0305224,75000000.0,195745823.0
tt2404435,90000000.0,162360695.0
tt0416320,15000000.0,85638656.0
tt1219827,110000000.0,169846945.0
tt9777666,200000000.0,14400000.0
tt10954600,200000000.0,476071180.0
tt0067992,3000000.0,643423.0
tt1365519,94000000.0,274950803.0
tt0129167,70000000.0,23336145.0
tt1139797,4000000.0,11227336.0
tt0064115,6000000.0,102311305.0
tt11866324,65000000.0,
tt0089927,30000000.0,300473716.0
tt0499448,225000000.0,419665568.0
tt1272878,61000000.0,131940411.0
tt0120917,100000000.0,169701502.0
tt0959337,35000000.0,75981180.0
tt1667889,95000000.0,877244782.0
tt0097428,25000000.0,215394738.0
tt0758752,30000000.0,102820008.0
tt1605630,50000000.0,234989584.0
tt1132620,13000000.0,104414200.0
tt0094898,30000000.0,288752301.0
tt2906216,150000000.0,208177026.0
tt0333766,2500000.0,35825316.0
tt1077258,,11446172.0
tt1321870,60000000.0,105200903.0
tt0295178,63000000.0,296938801.0
tt0356150,25000000.0,22605153.0
tt1305806,2000000.0,35079650.0
tt0207201,70000000.0,374111707.0
tt0079501,300000.0,8773197.0
tt0281358,11800000.0,47494916.0
tt0339291,140000000.0,211468235.0
tt0195685,52000000.0,256271286.0
tt4555426,30000000.0,150847274.0
tt0097958,28000000.0,74540604.0
tt1291150,125000000.0,485004754.0
tt0181865,48000000.0,207515725.0
tt0146316,115000000.0,274703340.0
tt0452608,45000000.0,76014335.0
tt7846844,20000000.0,
tt0488120,,92011561.0
tt0103772,49000000.0,352927224.0
tt0431308,30000000.0,156846321.0
tt1398426,28000000.0,201634991.0
tt5606664,45000000.0,72385286.0
tt1127180,30000000.0,90843550.0
tt1216475,200000000.0,559853036.0
tt0461770,85000000.0,340487869.0
tt2709768,75000000.0,894567999.0
tt0328828,55000000.0,232722935.0
tt1899353,1100000.0,9148519.0
tt0838221,16000000.0,35082468.0
tt1428538,50000000.0,226349749.0
tt1155056,40000000.0,91980359.0
tt0075860,20000000.0,306889114.0
tt0096438,70000000.0,329803958.0
tt4513678,75000000.0,204334455.0
tt0949731,48000000.0,163404284.0
tt0101540,35000000.0,182291969.0
tt0337563,37000000.0,96458118.0
tt0974661,20000000.0,136316880.0
tt3011894,3300000.0,31478893.0
tt0353969,2800000.0,1208481.0
tt0090756,6000000.0,8636706.0
tt0388482,32000000.0,89083229.0
tt0029583,1499000.0,184960747.0
tt1606378,92000000.0,304654182.0
tt1046173,175000000.0,302469017.0
tt2234155,58000000.0,93492844.0
tt2316411,,3468224.0
tt0099810,30000000.0,200512643.0
tt1623205,215000000.0,493311825.0
tt0080455,27500000.0,115229890.0
tt0960144,90000000.0,204313400.0
tt0117705,80000000.0,230594962.0
tt0117998,92000000.0,494580615.0
tt1489889,50000000.0,216940871.0
tt0481369,30000000.0,77677553.0
tt1284575,20000000.0,216197492.0
tt2334873,18000000.0,99104804.0
tt1078912,150000000.0,413106170.0
tt1340800,20000000.0,81515369.0
tt0120630,45000000.0,224888359.0
tt0489270,10000000.0,164874275.0
tt0870154,200000000.0,220889446.0
tt0308644,25000000.0,116650613.0
tt0118929,27000000.0,27200316.0
tt0370263,60000000.0,177427090.0
tt0050825,935000.0,5477.0
tt9620292,,18854166.0
tt0275847,80000000.0,273147061.0
tt1120985,1000000.0,15440333.0
tt0088846,15000000.0,9949953.0
tt0084602,17000000.0,125052898.0
tt0172493,40000000.0,48350205.0
tt0362270,50000000.0,34811819.0
tt1013743,117000000.0,261989769.0
tt0143145,135000000.0,361832400.0
tt5074352,700000000.0,303723636.0
tt0118571,85000000.0,315156409.0
tt1700841,19000000.0,140705322.0
tt0318627,45000000.0,129342769.0
tt13833688,10000000.0,57615635.0
tt0114898,175000000.0,264218220.0
tt0363988,40000000.0,92913171.0
tt0120082,24000000.0,172363301.0
tt0401855,50000000.0,111476513.0
tt1815862,130000000.0,243611982.0
tt0439572,200000000.0,271333313.0
tt2094766,125000000.0,240697856.0
tt0371724,50000000.0,104478416.0
tt0102798,48000000.0,390493908.0
tt1111422,100000000.0,150166126.0
tt3532216,50000000.0,134866593.0
tt0477080,100000000.0,167805466.0
tt0829150,70000000.0,217124280.0
tt4779682,130000000.0,529338515.0
tt0130827,3500000.0,7272637.0
tt0993842,30000000.0,63782078.0
tt11083552,40000000.0,103966489.0
tt1458175,30000000.0,67448651.0
tt0986264,,21897373.0
tt6499752,5000000.0,16706680.0
tt0074285,1800000.0,33801936.0
tt0106856,25000000.0,40903593.0
tt2406566,30000000.0,100014025.0
tt0094012,22700000.0,38119483.0
tt0418763,72000000.0,97076152.0
tt1723811,6500000.0,19123767.0
tt2345759,125000000.0,409231607.0
tt0366551,9000000.0,23936908.0
tt3741700,170000000.0,387300138.0
tt0432021,45000000.0,147717833.0
tt1155076,40000000.0,359126022.0
tt0139134,10500000.0,76347426.0
tt0111282,55000000.0,196567262.0
tt1606389,30000000.0,196114570.0
tt0094625,1100000000.0,3283934.0
tt0120347,110000000.0,333011068.0
tt6565702,200000000.0,252442974.0
tt0056869,2500000.0,54531.0
tt0985694,10500000.0,45491656.0
tt0375063,16000000.0,109706931.0
tt2446042,48000000.0,326479141.0
tt8041270,165000000.0,1001978080.0
tt0120685,130000000.0,379014294.0
tt0268126,19000000.0,32802440.0
tt0814255,95000000.0,226497209.0
tt1655441,25000000.0,65663276.0
tt0058150,3000000.0,51210705.0
tt0109506,23000000.0,50702967.0
tt3569230,30000000.0,42972994.0
tt1560220,42000000.0,122810399.0
tt1213641,59000000.0,105713218.0
tt0086960,13000000.0,316360478.0
tt1469304,69000000.0,177856751.0
tt0241303,25000000.0,152700626.0
tt0102685,24000000.0,83531958.0
tt5519340,90000000.0,
tt0091064,15000000.0,60629159.0
tt0183790,65000000.0,117487481.0
tt2873282,69000000.0,151572634.0
tt1872194,50000000.0,84419388.0
tt2338151,,100370104.0
tt17351924,,21065890.0
tt0116209,27000000.0,231976425.0
tt3416742,1600000.0,7413165.0
tt0756683,200000.0,
tt0366548,100000000.0,384336108.0
tt0120863,52000000.0,98126565.0
tt0415306,72500000.0,163362432.0
tt3631112,45000000.0,173185859.0
tt0810819,15000000.0,64191523.0
tt1255953,6800000.0,6797861.0
tt0106677,6900000.0,8154446.0
tt0307453,75000000.0,374583879.0
tt0061852,4000000.0,205843612.0
tt2557490,40000000.0,87189756.0
tt0050976,150000.0,311212.0
tt0352248,88000000.0,108539911.0
tt0128445,9000000.0,17197718.0
tt1277953,145000000.0,746921274.0
tt0120746,95000000.0,250288523.0
tt0112851,7000000.0,25405445.0
tt0142688,38000000.0,58401898.0
tt2053463,30000000.0,63414135.0
tt1288558,17000000.0,97542952.0
tt0119081,60000000.0,26674415.0
tt1462764,294700000.0,383963057.0
tt0385752,180000000.0,372234864.0
tt3766354,62000000.0,190400157.0
tt2239822,177200000.0,225973340.0
tt0053604,3000000.0,18778738.0
tt1038988,1500000.0,32511655.0
tt0244244,102000000.0,147080413.0
tt0160127,93000000.0,264105545.0
tt8106534,150000000.0,
tt2333784,80000000.0,214657577.0
tt0455590,6000000.0,48618191.0
tt0113247,2590000.0,414607.0
tt0021749,1500000.0,50419.0
tt1527186,7400000.0,17505929.0
tt1646987,150000000.0,301970083.0
tt1488555,52000000.0,75450437.0
tt0375912,4000000.0,11850214.0
tt1059786,80000000.0,178767383.0
tt0122690,55000000.0,41616262.0
tt0398165,82000000.0,191466556.0
tt1617661,176000000.0,184287723.0
tt10288566,,12745392.0
tt0266308,4500000.0,1341324.0
tt1596350,65000000.0,156491279.0
tt0106308,13000000.0,11512575.0
tt4520988,150000000.0,1453683476.0
tt2066051,40000000.0,195320400.0
tt10293406,35000000.0,271009.0
tt12801262,,51074773.0
tt1465522,,5224938.0
tt0082694,3000000.0,23668605.0
tt12747748,,
tt1070874,35000000.0,
tt0106697,57000000.0,58056466.0
tt0272152,68000000.0,65001485.0
tt6450804,185000000.0,261119292.0
tt7144666,18000000.0,161440742.0
tt0096754,70000000.0,90520202.0
tt0063442,5800000.0,32599873.0
tt0443680,30000000.0,15003764.0
tt1596365,17000000.0,128955898.0
tt1229340,50000000.0,173649931.0
tt4857264,4000000.0,31191910.0
tt1355683,53000000.0,99975678.0
tt10272386,6000000.0,24048935.0
tt0054698,2500000.0,590773.0
tt0276751,30000000.0,130549455.0
tt1964418,190000000.0,209035668.0
tt0462322,67000000.0,25422088.0
tt2023587,15000000.0,146428180.0
tt0450278,4800000.0,81979826.0
tt3470600,75000000.0,634338409.0
tt0108160,21000000.0,227927165.0
tt5104604,,64659098.0
tt1661199,95000000.0,542358331.0
tt0120647,75000000.0,349464664.0
tt0293429,55000000.0,84426031.0
tt3104988,30000000.0,239343729.0
tt0146882,30000000.0,47126295.0
tt3062096,75000000.0,220021259.0
tt0327084,80000000.0,339795890.0
tt0389722,30000000.0,75513170.0
tt0200465,20000000.0,64828421.0
tt1935179,,
tt1628841,165000000.0,389681935.0
tt2226417,5000000.0,161919318.0
tt0097733,28000000.0,227853986.0
tt0918940,180000000.0,357243061.0
tt0046912,1400000.0,43308.0
tt0061512,3200000.0,126.0
tt0359013,65000000.0,131977904.0
tt7657566,90000000.0,137307235.0
tt4701182,135000000.0,467989645.0
tt1935859,110000000.0,296482446.0
tt1033643,35000000.0,219375562.0
tt0299977,31000000.0,177395557.0
tt0993840,70000000.0,
tt0104691,40000000.0,75506530.0
tt0078346,55000000.0,300478449.0
tt1583421,130000000.0,375740705.0
tt4209788,30000000.0,59284015.0
tt0107207,13000000.0,65796862.0
tt0978762,8240000.0,1740625.0
tt5715874,,6938106.0
tt0295701,70000000.0,277448382.0
tt0138704,60000.0,3221152.0
tt1231587,36000000.0,64780213.0
tt1560747,32000000.0,28288071.0
tt0058331,6000000.0,103112920.0
tt1226229,40000000.0,91720255.0
tt0017136,6000000.0,1349711.0
tt1217613,70000000.0,211819354.0
tt2170439,42000000.0,107645357.0
tt0145681,73000000.0,151493655.0
tt0307901,5000000.0,23932055.0
tt2231461,120000000.0,428128399.0
tt0095705,12000000.0,78756177.0
tt0478304,32000000.0,58409247.0
tt0109707,18000000.0,5887725.0
tt0311429,78000000.0,179265204.0
tt7556122,70000000.0,
tt0072271,140000.0,30861288.0
tt0454841,15000000.0,70009308.0
tt9770150,5000000.0,39458207.0
tt0293564,140000000.0,258097122.0
tt0072684,11000000.0,260131.0
tt0110322,30000000.0,160638883.0
tt1809398,65000000.0,161459297.0
tt5848272,175000000.0,529323962.0
tt5884052,150000000.0,450063166.0
tt1007028,24000000.0,42784344.0
tt0089880,44000000.0,300400432.0
tt1001508,40000000.0,178866158.0
tt0100403,35000000.0,57120318.0
tt9484998,,1512871.0
tt0055254,4000000.0,215880014.0
tt1860357,110000000.0,121790373.0
tt0092991,3600000.0,5927630.0
tt0041959,,1233079.0
tt0309593,26000000.0,90941129.0
tt0387808,2400000.0,495652.0
tt7798634,6000000.0,57615777.0
tt4244994,100000000.0,30552111.0
tt0117913,40000000.0,152266007.0
tt2404463,43000000.0,229930771.0
tt1136617,,455301.0
tt1821694,84000000.0,148075565.0
tt0120188,75000000.0,107752036.0
tt0986263,80000000.0,122444772.0
tt0042876,250000.0,117668.0
tt0140352,90000000.0,60289912.0
tt1013753,20000000.0,54662930.0
tt0380510,65000000.0,93621340.0
tt0101272,30000000.0,191502426.0
tt0084516,10700000.0,77231990.0
tt0055928,1000000.0,16120643.0
tt1528100,140000000.0,268175631.0
tt1220634,60000000.0,300228084.0
tt15791034,4500000.0,45352337.0
tt4776998,90000000.0,12448676.0
tt0120744,35000000.0,182968902.0
tt0372588,32000000.0,50826898.0
tt0970416,80000000.0,233093859.0
tt2369135,66000000.0,203277636.0
tt2080374,30000000.0,34441873.0
tt0104714,35000000.0,321731527.0
tt0087182,40000000.0,30983782.0
tt2543472,20000000.0,315025930.0
tt0215129,16000000.0,119754278.0
tt0120484,23000000.0,185991646.0
tt10028196,1800000000.0,12093536.0
tt0115798,47000000.0,102825796.0
tt0177789,45000000.0,90683916.0
tt1411250,38000000.0,98337295.0
tt0177971,140000000.0,328718434.0
tt0465494,24000000.0,101276318.0
tt0445934,61000000.0,145710347.0
tt0272338,25000000.0,24679535.0
tt7322224,10000000.0,26214659.0
tt1129442,30000000.0,108979549.0
tt4276820,25000000.0,24121245.0
tt0346491,155000000.0,167298192.0
tt1502712,120000000.0,167882881.0
tt1253864,75000000.0,226904017.0
tt0349683,120000000.0,203567857.0
tt9639470,43000000.0,22957625.0
tt0454945,20000000.0,57194667.0
tt3393786,60000000.0,162146076.0
tt3322940,6500000.0,257589952.0
tt0040522,133000.0,450159.0
tt0257106,45000000.0,141220678.0
tt1502397,90000000.0,426505244.0
tt0988595,30000000.0,162655351.0
tt0938283,150000000.0,319713881.0
tt0088944,10000000.0,57491000.0
tt0117008,36000000.0,33460154.0
tt0442933,150000000.0,196393745.0
tt0274166,40000000.0,160466000.0
tt0465538,25000000.0,92991835.0
tt0042332,2900000.0,96383330.0
tt0832266,,55990299.0
tt0398808,17000000.0,137587063.0
tt6856242,100000000.0,125897478.0
tt0103074,16500000.0,45471770.0
tt0122151,140000000.0,285444603.0
tt4116284,80000000.0,312336671.0
tt1279935,55000000.0,152263880.0
tt4016934,10000000000.0,37863670.0
tt2209418,3000000.0,20848560.0
tt4178092,5000000.0,58980521.0
tt0408790,55000000.0,223387299.0
tt0393162,30000000.0,76669554.0
tt0472399,40000000.0,76130093.0
tt0116583,100000000.0,325338851.0
tt5109280,,130423032.0
tt1262416,40000000.0,97231420.0
tt13560574,1000000.0,14740889.0
tt1335975,175000000.0,151783839.0
tt1139328,45000000.0,60331447.0
tt0105793,20000000.0,183097323.0
tt0859163,145000000.0,403449830.0
tt0330793,33000000.0,54700105.0
tt0458481,65000000.0,39407616.0
tt0074958,3800000.0,23692346.0
tt2848292,29000000.0,287144079.0
tt5814060,22000000.0,366082797.0
tt2140373,35000000.0,117867984.0
tt0498380,19000000.0,68673228.0
tt0963966,150000000.0,215283742.0
tt4123432,200000000.0,407150844.0
tt0102138,40000000.0,205405498.0
tt0285823,29000000.0,98769390.0
tt6155172,,1140769.0
tt7146812,175000000.0,141940042.0
tt3640424,85000000.0,119520023.0
tt3300542,60000000.0,205754447.0
tt2191701,80000000.0,246984278.0
tt0159097,9000000.0,10410044.0
tt1502407,10000000.0,259939869.0
tt0072431,2800000.0,86274406.0
tt1091722,,17164820.0
tt0085334,3300000.0,20791797.0
tt3371366,217000000.0,605425157.0
tt1462758,3000000.0,19439764.0
tt1618434,,
tt0022100,,35566.0
tt0066999,4000000.0,35988495.0
tt0424136,950000.0,7022209.0
tt1057500,60000000.0,122426792.0
tt6412452,,
tt0834001,35000000.0,92158961.0
tt0822832,60000000.0,255743968.0
tt1242460,7000000.0,9232318.0
tt0093894,27000000.0,38122105.0
tt8079248,26000000.0,154608856.0
tt0036775,927262.0,19324.0
tt0120891,170000000.0,222104681.0
tt1563738,15000000.0,59389433.0
tt0266987,115000000.0,143049560.0
tt8178634,3500000000.0,166611197.0
tt1980929,8000000.0,84142811.0
tt0073629,1200000.0,115630976.0
tt10640346,110000000.0,63562440.0
tt0118694,,15062886.0
tt0033870,375000.0,36941.0
tt5052474,35000000.0,75837743.0
tt16419074,90000000.0,90060106.0
tt0780521,105000000.0,267056816.0
tt0435705,70000000.0,77621983.0
tt0980970,155000000.0,415686217.0
tt0097523,18000000.0,222724172.0
tt0109831,4400000.0,245700832.0
tt0108358,25000000.0,56505065.0
tt1189073,10002914.0,33716389.0
tt1568911,66000000.0,177584879.0
tt0086465,15000000.0,90404800.0
tt0094291,15000000.0,43848069.0
tt7740496,60000000.0,39629195.0
tt0990407,120000000.0,227817248.0
tt0890870,10000000.0,139352633.0
tt0047296,910000.0,2719.0
tt6628394,32000000.0,31882724.0
tt10366460,10000000.0,1905058.0
tt1267297,100000000.0,244819862.0
tt0120681,35000000.0,74558115.0
tt3521126,10000000.0,29820616.0
tt0120587,105000000.0,171757863.0
tt0134084,40000000.0,161834276.0
tt0464141,3400000.0,78638987.0
tt0107362,85000000.0,137298489.0
tt2042568,11000000.0,32962157.0
tt0247638,26000000.0,165335153.0
tt2278871,4000000.0,19465835.0
tt3774114,40000000.0,37357216.0
tt0381707,37000000.0,113100873.0
tt5308322,4800000.0,125479266.0
tt0099938,15000000.0,201957688.0
tt0082198,20000000.0,68851475.0
tt7040874,20000000.0,97644617.0
tt6266538,60000000.0,76073488.0
tt0120888,18000000.0,123307685.0
tt2975578,9000000.0,111928365.0
tt4500922,62000000.0,288175335.0
tt5439796,29000000.0,48453605.0
tt1600196,12600000.0,18658381.0
tt6294822,50000000.0,193764664.0
tt5433138,200000000.0,726229501.0
tt0358082,75000000.0,262511490.0
tt0385002,,3814717.0
tt1611224,69000000.0,116471580.0
tt0122933,80000000.0,176885658.0
tt0340855,8000000.0,58469210.0
tt1714206,2500000.0,6918591.0
tt1496025,70000000.0,160112671.0
tt0261392,22000000.0,33788161.0
tt0093437,8500000.0,32515258.0
tt4873118,55000000.0,21632392.0
tt0053285,6000000.0,51600401.0
tt0106489,22000000.0,17287898.0
tt0397535,85000000.0,162242962.0
tt0473705,60000000.0,87812371.0
tt4172430,50000000.0,69411370.0
tt0128442,12000000.0,22912409.0
tt0093748,15000000.0,49530280.0
tt10954652,18000000.0,90146510.0
tt0032910,2600000.0,121892045.0
tt2692904,2000000.0,5090608.0
tt11214590,75000000.0,153269161.0
tt1188729,33000000.0,20648328.0
tt15474916,17000000.0,217408513.0
tt4566758,200000000.0,69965374.0
tt2120120,88000000.0,244874809.0
tt1121931,20000000.0,34572541.0
tt3794354,85000000.0,319715683.0
tt1568338,42000000.0,47636031.0
tt0276919,10000000.0,16690617.0
tt0099077,31000000.0,52096475.0
tt11245972,24000000.0,137743924.0
tt2554274,55000000.0,74679822.0
tt0306047,48000000.0,220673217.0
tt0119345,17000000.0,125586134.0
tt0452694,39000000.0,101344412.0
tt1441395,13300000.0,7491313.0
tt13320622,68000000.0,192907684.0
tt0989757,25000000.0,114991723.0
tt0410297,40000000.0,114830111.0
tt0350258,40000000.0,123971376.0
tt15671028,45000000.0,87256407.0
tt0080761,550000.0,39916601.0
tt0082340,6000000.0,25274965.0
tt11858890,80000000.0,104272136.0
tt7405458,50000000.0,113190218.0
tt1727388,5000000.0,26474920.0
tt1314655,10000000.0,62695489.0
tt0088323,27000000.0,20286033.0
tt0430105,45000000.0,92374674.0
tt12844910,,128780000.0
tt0112508,10000000.0,26488734.0
tt0780571,20000000.0,48443734.0
tt0159365,79000000.0,173013509.0
tt0107120,28000000.0,50800637.0
tt0120102,70000000.0,131457682.0
tt1403981,16000000.0,56032889.0
tt1034303,32000000.0,51262751.0
tt1638002,,25574387.0
tt0277027,22000000.0,97818302.0
tt6343314,50000000.0,214215889.0
tt5971474,250000000.0,569626289.0
tt0805564,12000000.0,11293663.0
tt0307987,23000000.0,76490995.0
tt0119738,38000000.0,299288605.0
tt0465602,39000000.0,27122238.0
tt0413099,175000000.0,174440724.0
tt0120768,50000000.0,44547681.0
tt0079417,8000000.0,106260000.0
tt0120783,,92146310.0
tt0335438,60000000.0,170268750.0
tt0101507,6500000.0,57532053.0
tt0443274,40000000.0,152039882.0
tt0762107,85000000.0,187134117.0
tt0369441,100000000.0,204681899.0
tt1054606,30000000.0,61808775.0
tt0257076,80000000.0,207725639.0
tt0034492,858000.0,267447150.0
tt0889583,42000000.0,138805831.0
tt0043274,3000000.0,865.0
tt0095159,7500000.0,62493712.0
tt0090728,25000000.0,11102672.0
tt0414982,25000000.0,118890272.0
tt0093105,13000000.0,123922578.0
tt5022702,1000000.0,
tt13143964,,
tt0040746,1500000.0,10883.0
tt1334260,15000000.0,9918093.0
tt1764234,15000000.0,37930465.0
tt0116922,15000000.0,3836866.0
tt5108870,75000000.0,167460961.0
tt0046183,4000000.0,87405539.0
tt0301357,4800000.0,79316957.0
tt0280590,50000000.0,171269535.0
tt7395114,,
tt0322330,20000000.0,160849833.0
tt0324216,9500000.0,107363905.0
tt0071230,2600000.0,119618907.0
tt7959026,50000000.0,174804407.0
tt7984766,23000000.0,126931.0
